source,reference,translation,z-score,avg-score,annotators
"For the past four years, the number one female gymnast has been African-American.",Viimeisten neljän vuoden aikana naisten määrä on ollut Afrikan-Amerikassa.,Neljän viime vuoden ajan menestynein naisvoimistelija on ollut afroamerikkalainen.,-1.17022069733751,15.0,1
"A brilliant late tackle from Marcus Watson, brother of England's 15-aside team, Anthony, secured the win - and ultimately the silver medal.","Loistavasti myöhään Marcus Watsonilla, Englannissa 15-vuotiaiden tyttöjen veli Anthony varmisti voittamisen - ja lopulta hopeamitalin.","Mahtava myöhäinen taklaus Marcus Watsonilta, Englannin 15-aside-rugbyjoukkueen Anthonyn veljeltä, varmisti voiton ja lopulta hopeamitalin.",-0.482205853613657,37.0,1
We've made a complete turnaround.,Olemme tehneet täyskäännöksen.,Olemme tehneet täyskäännöksen.,1.36187572111422,100.0,2
"According to analysts, it is difficult to predict the extent of the effect the people’s rage from last spring will have on the autumn’s election result.","Analyytikoiden mukaan on vaikea ennustaa sitä, kuinka paljon kansannousun kiihtymisestä viime keväänä saapuu kansannousun lopputulokseen.","Analyytikoiden mukaan on vaikea ennustaa, miten paljon kansan viimekeväinen raivo vaikuttaa syksyn vaalitulokseen.",0.323055709839565,70.0,1
Britain must channel the Olympic spirit and expand Heathrow,Britannian on kanavoitava olympiahenkeä ja laajennettava Heathrow,Britannian täytyy kanavoida olympialaisten henkeä ja laajentaa Heathrow'ta,0.323055709839565,70.0,1
"It will be a great advantage at harbours in the future, as it can search large crate areas and mark those areas that require a more thorough investigation, says Grönberg.","Se tulee olemaan suuressa etulyöntiasemassa myös tulevaisuudessa, sillä se voi etsiä laajoja alueita ja osoittaa niille alueille, jotka vaativat perusteellisempaa tutkintaa, sanoo Grönberg.","Satamissa siitä on tulevaisuudessa iso hyöty, kun se voi käydä läpi isoja konttialueita ja merkata alueet, jotka vaativat tarkempaa tutkimusta, sanoo Grönberg.",0.219173708712099,67.0,1
Eksote’s board discusses the half-year review in its meeting next Wednesday.,Eksoten standardointikomitea keskustelee puolentoista vuoden kokouksessaan ensi keskiviikkona.,Eksoten hallitus käsittelee puolivuotiskatsausta kokouksessaan ensi keskiviikkona.,-0.0232176272519885,60.0,1
"Sir Eric savages the Metropolitan Police, saying it is ""astonishing"" that no criminal charges were brought after the Tower Hamlets case.","Sir Eric patistaa Metropolitan Policea, jossa todetaan, että on hämmästyttävää, ettei The Tower Hamletsin tapauksen jälkeen johda rikossyytteitä.","Sir Eric teilaa Suur-Lontoon poliisivoimat sanoen, että on ”hämmästyttävää” ettei yhtään rikossyytettä nostettu Tower Hamlets -tapauksen jälkeen.",0.807838381767739,84.0,1
"An Argentinian lady shoved Petäjä-Siren on Thursday in Rio, in the opening start of the women's windsurfing.",Argentiinalaisen lady Petäjän Petäjä-Siren nousi torstaina Riossa naisten kaksinpelin avausjaksossa.,Argentiinan daami pukkasi Tuuli Petäjä-Sireniä torstaina Riossa naisten surffauksen päivän avauslähdössä.,-0.7602265022909409,17.0,1
The athletics stadium in Rio is empty,Ylen Yleisurheilija Riossa on tyhjänä,Rion yleisurheilustadion kumisee tyhjyyttään,-0.0422770545949095,27.5,2
One Twitter user took to the site recently to declare her happiness that 'the rest of the internet thinks that Hope Solo and Jennifer Carpenter are actually identical.',"Eräs Twitter-käyttäjä otti hiljattain paikan ilmoittaakseen, että hänen mukaansa Internetissä katsotaan, että Hope Solo ja Jennifer Carpenter ovat itse asiassa identtisiä.","Eräs Twitterin käyttäjä vastikään ilmaisi sivustolla onnellisuutensa siitä, että ”muutkin Internetissä ajattelevat, että Hope Solo ja Jennifer Carpenter ovat itse asiassa identtisiä.”",-0.28645246243084604,43.0,1
"She added that ""it's hard to argue with the side by side comparison of the very gross Asian caricature and the filter's effects.","Hän lisäsi, että siinä on vaikea väittää, että se on sivumennen sanoen sivumennen sanottuna erittäin vakavasti otettavan Aasian pilapiirrosten ja suodattamisen vaikutuksesta.","Hän lisäsi, että ”on hankalaa väittää vastaan vertailulle, jossa ovat vierekkäin törkeä aasialaiskarikatyyri ja suodattimen tehosteet”.",-0.548929259025903,32.0,2
Carry out systematic checks on a person's nationality to ensure they are eligible to vote.,"Suorittakaa järjestelmällinen henkilö, jolla on kansallisia henkilöitä, joilla varmistetaan, että he voivat äänestää.","Suorita järjestelmällisiä kansallisuustarkistuksia varmistaaksesi, että he ovat oikeutettuja äänestämään.",-0.402743038246701,36.0,1
"According to Westphalen, there is no information about who is responsible for the attack.","Westfalenin mukaan ei ole tietoa siitä, kuka on vastuussa iskusta.",Westphalenin mukaan iskujen tekijästä ei ole vielä tietoa.,1.16875883512972,79.0,1
"Many also have an impression that it would be a good thing if the value of the currency fell, since it promotes the exporting industries.","Monilla on myös käsitys, että olisi hyvä, jos valuutan arvo laskisi, sillä se edistää vientiteollisuutta.","Monilla on myös käsitys, että valuutan arvon lasku olisi hyvä asia, koska se edistää vientiteollisuutta.",1.49767783188292,88.0,1
"The longest-living vertebrate in the world was confirmed to be the Greenland shark, stated a study published by Science.","Pisimpään elävää maailmanmestaruutta vahvistettiin Grönlannin lavalla, totesi Sciencen julkaisema tutkimus.","Maailman pisimpään eläväksi selkärankaiseksi on varmistunut jäähai, kertoo Science-lehdessä julkaistu tutkimus.",-1.20676725253231,14.0,1
Our thoughts and condolences are with Frank's family and friends at this difficult time.,Meidän ajatuksemme ja surunvalittelumme ovat Frankin perheiden ja ystävien kanssa vaikeina aikoina.,Lähetämme ajatuksemme ja surunvalittelumme Frankin perheelle ja ystäville tänä hankalana aikana.,0.4763949467784579,59.0,2
"Employers were hopeful that the continued positive engagement on other important topics - such as deployment, flexibility in training, additional training for those returning from career breaks, costs of training, mutual recognition of syllabus, study leave and the gender pay gap in medicine - were a sign of how serious employers, Health Education England and the Department of Health were about honouring the agreements reached with the BMA in November, February and May.","Työnantajilla oli toiveita siitä, että jatkossakin myönteinen sitoutuminen muihin tärkeisiin aiheisiin - kuten koulutukseen, ammatilliseen koulutukseen, ammatillisten jatkokoulutuslaitosten koulutukseen, koulutukseen, vastavuoroiseen tunnustamiseen, opiskeluun ja sukupuolten väliseen palkkaeroihin - oli merkki siitä, kuinka vakavat työnantajat, terveys- ja terveyspolitiikka Englanti ja terveysministeriö noudattivat BMA :n kanssa marraskuussa, helmikuussa ja toukokuussa tehtyjä sopimuksia.","Työnantajat olivat toiveikkaita, että jatkuva positiivinen keskustelu muista tärkeistä aiheista - kuten kehittämisestä, koulutuksen joustavuudesta, sapattivapaalta palaavien lisäkoulutuksesta, koulutuksen kuluista, opetusohjelman molemminpuolisesta tunnustamisesta, opintovapaasta sekä sukupuolten välisistä palkkaeroista lääketieteessä - on merkki siitä, kuinka vakavissaan työnantajat, Health Education England -koulutusjärjestö sekä terveysministeriö ovat marras-, helmi- ja toukokuussa BMA:n kanssa saavutettujen sopimusten kunnioittamisesta.",0.0723621792857048,49.0,1
"Her husband, Andrew Coe, added, ""It was also a message to Americans about how to eat.""","Hänen aviomiehensä Andrew Coe, johon lisättiin, on myös Yhdysvaltojen viesti siitä, miten syödään.","Hänen puolisonsa, Andrew Coe, lisäsi: ”Se oli myös viesti amerikkalaisille siitä, miten tulisi syödä.”",0.0358156240909043,48.0,2
"At my organizations, we have provided free and low-cost gymnastics, based in Harlem, for over 15,000 urban youth (primarily black and Hispanic) and have trained national and international champions.",Meidän järjestömme olemme tarjonneet Harlemissa vapaasti ja alhaisen rahamäärän yli 15 000 kaupunkia (pääasiassa mustat ja Hispanic) ja koulutetut kansalliset ja kansainväliset mestarit.,Järjestöissäni olemme tarjonneet ilmaista ja edullista voimistelua Harlemissa yli 15 000 kaupunkilaisnuorelle (pääasiassa mustille ja latinoille) ja olemme valmentaneet kansallisia ja kansainvälisiä mestareita.,-0.841301700584306,24.0,1
"At the same time, Phelps became the first swimmer to win Olympic gold from the same individual event in four consecutive Games.","Samaan aikaan Phelpsistä tuli ensimmäinen uimari, jonka voitti olympiakultaa samasta yksittäisestä tapahtumasta neljässä peräkkäisessä Gamesissa.",Samalla Phelps saavutti ensimmäisenä uimarina saman lajin olympiakultaa neljänsissä perättäisissä kisoissa.,0.301411465982923,46.0,1
"As much as a third of all the state’s tax revenue would be lost, if the change to corporate taxes that Donald Trump pushes is implemented.","Peräti kolmannes kaikista valtion veronkevennyksistä menee hukkaan, jos Donald Trumpin työn verotukseen siirtyminen muuttuu.","Jopa kolmannes valtion kaikista verotuloista jäisi saamatta, jos Donald Trumpin ajama muutos yritysveroon toteutetaan.",-0.585475814220703,31.0,1
There is no information yet about whether the runner faces some consequences about the incident.,"Ei ole vielä tietoa siitä, onko johtajalla joitakin seurauksia tapauksesta.","Vielä ei ole tiedossa, onko juoksijalle tiedossa seurauksia tapauksen johdosta.",-1.27986036292191,12.0,1
"The background for this is that three of five pallets lost their way and ended up in a wrong place (Seinäjoki), and we didn’t do a partial delivery (to Salo) at three o’clock, but delivered the five pallets only today, Kaidesoja said to Ilta-Sanomat.","Taustalla on se, että kolme viidestä menettää tiensä ja päättyi väärään paikkaan (Seinäjoelle), ja me tuimme maaliviivaa osittain Salossa (Salossa) klo 21.00, mutta kuittasi viisi minuuttia vain tänään, Kaidesoja sanoi Ilta-Sanomat.","Taustana on, että viidestä lavasta kolme harhautui eilen väärään paikkaan (Seinäjoki) emmekä enää lähteneet tekemään osatoimitusta (Saloon) kolmella, vaan veimme vasta tänään viisi lavaa, Kaidesoja kertoi Ilta-Sanomille.",-0.439289593441502,35.0,1
"But, regardless, Fiji on this form would have beaten a fit as a fiddle 15-man team.",Mutta Fidžistä käsin tällainen muoto olisi kuitenkin pahoinpidelty sopivaksi 15-vuotiaaksi mieheksi.,Mutta tästä huolimatta Fidi olisi tässä kunnossa voittanut vaikka 15 hengen huippukuntoisen joukkueen.,-1.35295347331151,10.0,1
"Well, it turns out that I've been presidential chief of staff for four years and eight months.","On kuitenkin käynyt ilmi, että olen pitänyt henkilöstöministerinä neljä vuotta ja kahdeksan kuukautta.","No, nyt olen ollut esikuntapäällikkö neljä vuotta ja kahdeksan kuukautta.”",-0.7133887574025041,27.5,2
Hakkarainen thinks this is too high.,Hakkarainen pitää tätä liian korkeana.,Se on vedetty Hakkaraisen mielestä liian korkealle.,1.57517118595947,100.0,2
"Equally fraught was the new budget diet: Mystery dishes like loaves and casseroles became staples, the casserole a ""wonderful way to repurpose leftovers,"" Ms. Ziegelman noted, because cooks could hide unappetizing ingredients under a creamy coating of sauce.","Aivan yhtä suurta oli uuden talousarvion ruokavalio: Mystiset ruokat, kuten Lappeenrannassa ja Kauppakadulle tulivat, cabriolette that was in their economy, the Ziegelman pantiin merkille, koska kokkidiostaattien avulla voitaisiin piilottaa ainesosia, jotka sisältävät ainesosia.","Yhtä ahdistava oli uusi, edullinen ruokavalio: Mysteeriruokalajeista, kuten murekkeista ja laatikoista, tuli pääasiallisia ruokia, ja laatikko oli ”mahtava tapa käyttää ruoantähteitä”, mainitsi Ziegelman, koska kokit pystyivät piilottamaan vähemmän houkuttelevat ainesosat kermaisen kastikekerroksen alle.",-1.59050608207772,3.5,2
"The growth of the visitor number is a good thing, because the operations have to funded someway.","Vierailijamäärän kasvu on hyvä asia, koska operaatiot on rahoitettava.","Kävijämäärän kasvu on hyvä asia, koska tekemistä pitää jollakin tavalla rahoittaa.",0.40128117603890906,58.0,1
"Because information on the efficacy and safety of ticagrelor - particularly the risk of bleeding - beyond three years is limited, the draft guidance does not recommend treatment with it beyond that period.","Koska tiedonvälityksen tehokkuuden ja turvallisuuden parantaminen - erityisesti verenvuotokuumeen riski - on rajattu kolmeen vuoteen, ei ole suositeltavaa, että suuntaviivat eivät suosittele sitä sen kanssa.","Koska ticagrelorin tehokkuutta ja turvallisuutta koskevat tiedot - erityisesti mitä tulee verenvuodon riskiin - yli kolmen vuoden ajanjaksoilla ovat rajoitetut, ohjeistusluonnoksessa ei suositella hoitoa pidempään, kuin tämän ajanjakson ajan.",-1.20676725253231,14.0,1
The silver medallist from the 2012 Olympics is eighth in the total points.,Vuoden 2012 Olympiastadionilla hopea hopeamitalisti on kahdeksantena.,Kokonaistilanteessa Lontoon vuoden 2012 olympiahopeamitalisti on kahdeksas.,-0.0055791187224066,49.0,1
"Technique diving instructor Matti Kannela found a hollow sized approximately 20 square metres from Ristiselkä, and the diving computer showed its bottom depth to be 104 metres.","Tekniikan dosentti Matti Kannela löysi Ristisellä noin 20 neliökilometriä Ristisalmesta, ja stereotyyppinen tietokone osoitti pohjansa 104 metrin syvyyteen.","Tekniikkasukelluskouluttaja Matti Kannela löysi Ristiselältä noin 20 neliömetrin painauman, jonka pohjan syvyydeksi sukellustietokone näytti 104 metriä.",-1.1523979672171,12.0,1
"Hindes, Kenny - champions with Hoy four years ago - and Skinner set an Olympic record in qualifying, but the standard was overtaken by New Zealand in the first round.","Hindesin, Kennyn - Kuninkaankadun kanssa neljä vuotta sitten - ja Skinner asetti Olympiastadionin ennätyksensä, mutta standardi ohitti Uuden-Seelannin ensimmäisellä kierroksella.","Hindes, Kenny - jotka voittivat Hoyn kanssa mestaruuden neljä vuotta sitten - ja Skinner tekivät olympiaennätyksen aika-ajoissa, mutta Uusi-Seelanti vei johdon ensimmäisellä kierroksella.",-0.8047551453895059,25.0,1
"We're all witnessing engineering on a truly epic scale on this project, with over 30,000 tonnes of concrete and steel used just to build this part of the bridge.","Me kaikki olemme nähneet, että tässä hankkeessa on tapahtunut todella valtavaa tekniikkaa, jolla on yli 30 000 tonnia konkreettista ja terästä, jota käytetään juuri tämän sillan rakentamiseen.","Todistamme kaikki todella vaikuttavaa insinöörityötä tässä projektissa, jossa on käytetty yli 30 000 tonnia betonia ja terästä yksin tämän siltaosuuden rakentamiseen.”",0.333840174534487,50.0,1
"A Hall of Fame goaltender, Roy won four Stanley Cups -- two apiece with the Montreal Canadiens and the Avalanche.","Hall of Fame googletti, Roy voitti neljä Stanley Cupsia - kaksi lyöntiä Montreal Canadiensin ja Avalanchen kanssa.",Hall of Fameen valittu maalivahti Roy voitti neljä Stanley Cupia - kaksi sekä Montreal Canadiensissa että Avalanchessa.,-0.8047551453895059,25.0,1
"Normally only native Fijians are interested in rugby, but this game brought our multicultural community together.","Yleensä vain alkuperäiset Fidžanit ovat kiinnostuneita rugbystä, mutta tämä peli toi monikulttuurisen yhteisömme yhteen.","Normaalisti vain natiivit fidžiläiset ovat kiinnostuneita rugbysta, mutta tämä peli yhdisti monikulttuurisen yhteisömme.",0.108908734480505,50.0,1
This is harder,Tämä on kovempi,Tämä on vaikeampaa,0.541751332710524,56.0,1
"One day after scoring three goals in a 6-1 victory over Japan, Katie Bam scored the first two goals for the United States women's field hockey team on Thursday as the Americans defeated India, 3-0.","Yksi päivä Japanin yli 6-1-voittoon johtaneen kolmen maalin jälkeen Katie Bam saavutti ensimmäiset kaksi tavoitetta Yhdysvaltojen naisten jääkiekkomaajoukkueelle torstaina, kun amerikkalaiset kukisti Intian, 3-0.","Päivä sen jälkeen, kun oli tehnyt kolme maalia joukkueen voittaessa Japanin 6-1, Katie Bam teki torstaina Yhdysvaltain naisten maahockeyjoukkueen kaksi ensimmäistä maalia amerikkalaisten voittaessa Intian 3-0.",-0.5039690616731121,24.0,1
"Little by little, Prosa began to stand out as a good option, said RoPS coach Juha Malinen in a press release.","Vähän vähän, Prosa alkoi pysyä hyvänä vaihtoehtona, sanoi RoPS-linja Juha Malinen lehdistötiedotteessa.","Pikkuhiljaa joukosta alkoi erottua hyvänä vaihtoehtona Prosa, RoPSin valmentaja Juha Malinen kertoi tiedotteessa.",0.784314350582567,63.0,1
"Unlike Mr. Meles, who came from the Tigray region of northern Ethiopia, Mr. Hailemariam is a southerner.","Toisin kuin Mille Meles, joka tuli Tigrayn alueelta Pohjois-Etiopiasta, Hailemariam on kivinen.","Toisin kuin Meles, joka oli kotoisin Pohjois-Etiopian tigre-alueelta, Hailemariam on etelästä.",0.8536180699745791,65.0,1
A U-lock gives a bicycle better protection than many other locks.,Yhdistyneiden Kansainvälisen Länsi-Euroopan unioni antaa polkupyöräilijälle paremman suojan kuin monet muut lukot.,U-lukko antaa pyörälle paremman suojan kuin moni muunlainen lukko.,0.0724287547376398,54.0,1
"The new data is helping astronomers understand why stars in the cluster spin at varying rates, as well as how rotation periods relate to planet formation.","Uudet tiedot auttavat astronautteja ymmärtämään, miksi laulajat voivat esiintyä vaihtelevassa tahdissa, samoin kuin kiertävät kaudet.","Uudet tiedot auttavat tähtitieteilijöitä ymmärtämään, miksi tähtijoukon tähdet pyörivät vaihtelevilla nopeuksilla, sekä kuinka kiertoajat liittyvät planeetanmuodostukseen.",-0.5474569840079271,35.0,1
He headed for work straight away.,Hän hyppäsi töihin heti.,Hän suuntasi heti töihin.,0.87709304918605,86.0,1
"Over the last two months we have been talking with the Junior Doctors Committee and have, along with the Department of Health and others, responded positively to their concerns regarding the Guardian Role and Whistleblowing.",Viimeisten kahden kuukauden aikana olemme puhuneet seurantakomitean kanssa ja olemme yhdessä terveys- ja terveysministeriön kanssa vastanneet myönteisesti niiden huoliin Guardian Role and Whistleblowingista.,"Viimeisen kahden kuukauden aikana olemme keskustelleet Junior Doctors Committee -komitean kanssa ja, yhdessä terveysministeriön ja muiden kanssa, vastanneet positiivisesti heidän huolenaiheisiinsa koskien valvonnan roolia (Guardian Role) ja ilmiantoja (Whistleblowing).",0.218548400064907,53.0,1
"This is true especially when it comes to costumes: in the case of the titular character the costumes change from one scene to another, and the same is true for the flamboyant earrings.","Tämä pätee erityisesti silloin, kun on kyse cosplaysta: Silloin, kun on ominaista, että cosplay on muuttunut yhdestä paikasta toiseen, ja sama pätee myös farkkuihin.","Tämä pätee erityisesti puvustukseen: nimihenkilön tapauksessa asut vaihtuvat kohtauksesta toiseen, ja sama pätee näyttäviin korviksiin.",-0.938963766373548,23.0,1
"As to its level, Julieta (2016) is placed somewhere in between those two works.",Sen tasoistaan Julieta (2016) sijoittuu jossain näiden kahden teoksen välissä.,Tasollisesti Julieta (2016) sijoittuu jonnekin noiden kahden teoksen väliin.,0.108908734480505,50.0,1
I founded my gymnastics foundation 20 years ago.,Pidin perustaa 20 vuotta sitten.,Perustin voimistelusäätiöni 20 vuotta sitten.,-1.23517430707243,25.0,1
"Several of the drivers involved have already been interviewed but some are still unidentified, said police, who are calling for them and anyone else who witnessed the incident to come forward.","Useat asianosaiset kuljettajat ovat jo haastaneet, mutta jotkut ovat edelleen tunnistamattomia, sanovat poliisit, jotka vaativat heitä ja ketään muita, jotka ovat todistaneet onnettomuuden tapahtuneen.","Useita tapahtumaan liittyviä kuljettajia on jo kuulusteltu, mutta kaikkia ei ole vielä tunnistettu, kertoi poliisi, joka vetoaa heitä ja kaikkia välikohtausta todistaneita silminnäkijöitä ilmoittautumaan.",0.426937710967031,73.0,1
"And even this week, state TV has been predicting cheaper fruit and vegetables once Turkish agricultural imports are permitted again.","Jopa tällä viikolla valtion televisio on ennustanut halvempia hedelmiä ja vihanneksia, kun taas Turkin maataloustuotteiden tuonti on sallittua.","Ja jo tällä viikolla valtion tv on ennustanut halvempia hedelmiä ja vihanneksia sen jälkeen, kun maataloustuotteiden tuonti Turkista jälleen sallitaan.",0.299188314838481,49.0,1
"Back then Bolt, aged 17, was a young promise slowed down by injuries and lax attitude towards practising.","Silloin Bolt, 17-vuotias, oli nuori lupaus hidastaa loukkaantumisia ja leväperäistä asennetta käytäntöön.",Tuolloin 17-vuotias Bolt oli nuori lupaus jota hidastivat vammat ja löysä harjoitusasenne.,-0.11663400151359303,37.0,1
"At the Court of Appeal Tola told that the couple had been specifically looking for a home in good condition, since they didn’t want to do repair work.","Court of Appel Tola -lehti kertoi, että pariskunta oli etsinyt erityisesti kotia hyvässä kunnossa, sillä he olivat saunomisen jälkeen halunneet tehdä korjaustöitä.","Tola kertoi hovioikeudessa, että pariskunta oli nimenomaan etsinyt hyväkuntoista kotia, koska he eivät halunneet ryhtyä korjaustöihin.",-0.3694909643435421,50.0,1
She's selling pictures of Cindy Crawford's daughter she photographed to LOVE magazine.,"Hän on myynyt kuvia Cindy Crawfordin panttivangeista, joita hän valokuvasi LOVE-aikakauslehdessä.","Hän myy kuvia Cindy Crawfordin tyttärestä, jotka hän otti LOVE-lehdelle.",-0.577254966598474,44.0,1
"ABC Studios and CBS Television Studios, which produce the series, announced his dismissal in a joint statement.","ABC Studios ja CBS Television Studios, joka tuottaa sarjaa, ilmoitti irtisanovansa yhdessä yhteiskuvassa.","Sarja tuottajat, ABC Studios sekä CBS Television Studios, ilmoittivat hänen erottamisestaan yhteisessä lausunnossa.",0.842465715476895,85.0,1
So put down that credit card - online shopping does not have the same effect.,Näin ollen luottokortilla - verkkokaupasta ei ole samaa vaikutusta.,Laske siis luottokortti kädestäsi - nettishoppailulla ei näin ollen ole samaa vaikutusta.,0.26480326018037603,45.0,1
"His report says: ""Evidence was presented of pressure being put on vulnerable members of some ethnic minority communities, particularly women and young people, to vote according to the will of the elders, especially in communities of Pakistani and Bangladeshi background.","Hänen mietinnössään sanotaan: ”Evidence esitettiin” joidenkin etnisten vähemmistöyhteisöjen, erityisesti naisten ja nuorten, heikossa asemassa olevien jäsenten painostuksen kohteeksi, jotta he voisivat äänestää vanhempien oikeuksien mukaan erityisesti Pakistanin ja Bangladeshin kunnissa.","Hän raportissaan sanotaan: ”Todistusaineistoa esitettiin siitä, että joidenkin etnisten vähemmistöjen yhteisöjen haavoittuvia jäseniä, etenkin naisia ja nuoria, painostettiin äänestämään vanhimpien tahdon mukaan erityisesti niissä yhteisöissä, joilla on pakistanilainen tai bangladeshilainen tausta.",-0.101278797845095,35.0,1
"The couple, who live in Brooklyn Heights, are food historians.",Brooklyn Heinäjoella asuva pariskunta on ruokahistorioitsija.,Brooklyn Heightsissä asuva pariskunta on ruokahistorioitsijoita.,-0.23098162950692006,54.0,1
The stay in the home market.,Jääkiekon kotimarkkinoilla.,Ne jäävät kotimaan markkinoille.,-1.7199569790006,11.0,1
Bulgaria Posts Inflation for 1st Time in 8 Months,Bulgarian postit 15t 8 kuukauden sisällä,Bulgaria ilmoittaa inflaatiosta ensimmäisen kerran kahdeksaan kuukauteen,-1.7184190252595202,0.0,2
"Fopp, which now dedicates almost an entire floor to vinyl, has a far more varied audience when I arrive.","Foppilla, joka osoittaa nyt lähes koko puheenvuoron, on paljon monipuolisempi yleisö.","Foppissa, jossa nykyään on lähes kokonainen kerros varattu vinyyleille, on saapuessani paljon monipuolisempi yleisö.",-0.357536238462924,28.0,1
"When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.","Kun Putin tuli valtaan, hän nimesi Ivanovin yhdeksi niistä viidestä, joita hän luotti eniten.","Kun Putin nousi valtaan, hän mainitsi Ivanovin yhdeksi viidestä ihmisestä, joihin hän luotti eniten.",0.876386393571315,71.0,1
"""We saw their boat circling close to them and imagined the worst,"" said Moelfre lifeboat helm Vince Jones.","Veikkaaja näki, että heidän veneessään oli lähellä heitä ja kuviteltiin pahin vitsaus, sanoi Moelfren luotsi Vince Jones.","”Näimme veneen kiertävän lähemmäs miehiä ja kuvittelimme pahinta”, Moelfren pelastusveneen ruorimies Vince Jones sanoi.",-0.220010262272699,41.0,1
"In 2015, the food prices in Finland were the fourth most expensive from those EU countries that have the same kind of wage level than Finland.","Vuonna 2015 Suomen elintarvikkeiden hinnat olivat neljänneksi kallein niitä EU-maita, joilla on samanlainen palkkataso kuin Suomi.","Vuonna 2015 ruoka oli Suomessa neljänneksi kalleinta EU-maista, joilla oli samankaltainen palkkataso kuin Suomella.",1.01878008542566,77.0,1
"India had come into the game without a victory in the tournament, but the team proved surprisingly tough and kept the score 1-0 until late in the third period, when Bam took charge.","Intia oli päässyt pelaamaan peliä ilman turnausvoittoa, mutta joukkue osoittautui yllättävän kovaksi ja piti pudotuspelit 1-0-johtoon vasta kolmannella kaudella, jolloin Bam otti vastaan lahjuksia.","Intia oli tullut peliin ilmaan yhtäkään voittoa turnauksessa, mutta joukkue oli yllättävän kova ja piti tilanteen 1-0-lukemissa kolmannen erän loppupuolelle asti, jolloin Bam otti tilanteen haltuunsa.",-0.402743038246701,36.0,2
"Altogether Jumppanen played 10 seasons in the Finnish national league for women, earning a point total of 51+34=85 in 169 matches.","Koko Jumppainen pelasi 10 maaottelua Suomen maajoukkueessa naisille, jotka ansaitsivat yhteensä 51 + 34=25 169 ottelussa.","Kaikkiaan Jumppanen pelasi naisten SM-sarjassa 10 kautta, saldoksi kertyi 169 ottelussa 51+34=85.",-1.13367414214271,16.0,1
"Fiji gave a masterclass in handling, off-loading, side-stepping, support play, running lines and brute strength to win gold - their first Olympic medal of any colour.","Fidžillä oli tapana hoitaa rinta rinnan, rinta rinnan, rinta rinnan, tunnissa, tunnissa, juoksemisessa ja raakaa voimaa voittaa kultaa - ensimmäinen olympiamitalisti jokainen väri.","Fidzi järjesti mestarikurssin käsittelyssä, puruissa, väistöissä, tukipelissä, juoksulinjoissa ja silkassa voimassa voittaessaan kultaa - heidän ensimmäisen olympiamitalinsa.",-1.04897434604254,6.0,1
"A 16-year old motorcyclist from Joensuu tried to escape from a patrol in Ilomantsintie, Joensuu, on Friday night around half past twelve.",16-vuotias Joensuun moottoripyöräilijä yritti paeta partiosta Ilomantsiin Joensuun keskustaan perjantaina noin puoli kahdeltatoista.,Joensuulainen 16-vuotias moottoripyöräilijä ajoi poliisipartiota karkuun Joensuussa Ilomantsintiellä perjantaiyönä puoli yhden aikaan.,-0.8778482557791071,23.0,1
A downburst knocked over Parafest festival’s tents and caused massive destruction.,Parafestissakin on kukistettu Parafest-festivaalit teltoissa ja aiheutettu valtavaa tuhoa.,Parafest-festivaalien teltat kaatanut syöksyvirtaus aiheutti mittavat tuhot.,-1.18339307123047,11.0,1
Jumppanen was born in 1967 in the town of Elizabeth near new York.,Jumppanen syntyi vuonna 1967 Elizabethin kaupungissa lähellä uutta Yorkia.,Jumppanen syntyi vuonna 1967 lähellä New Yorkia Elizabethin kaupungissa.,1.23478852663065,76.0,1
Criticism on Twitter came thick and fast against Byron MacDonald with many calling him out,"Kritiikki Twitteristä tuli paksuksi ja nopeasti vastaan Byron MacDonaldille monille, jotka soittivat hänet ulos","Arvostelu Byron MacDonaldia vastaan Twitterissä oli sankkaa ja nopeaa, monien haastaessa hänet.",-0.567108177561673,24.0,1
"They are chasing not only the finish line or the starting wall but also, in the televised coverage, another taunting line: that of the world, or Olympic, record.","Ne pyrkivät toteuttamaan paitsi päälinjauksen tai lähtökohdan, myös televisiossa, toisen maailmanlinjauksen: Maailman ja Olympiakin.","He eivät metsästä vain maaliviivaa tai aloitusseinämää, vaan myös, televisioidussa uutisoinnissa, toista irvailevaa rajaa: maailman- tai olympiaennätystä.",-0.8114518230700279,23.0,1
"Very soon after this, two bombs went off on the island of Phuket that is popular also among Finns.","Hyvin pian tämän jälkeen kaksi pommia menivät Phuketin saarella, joka on suosittu myös suomalaisten keskuudessa.",Hyvin pian tämän jälkeen suomalaistenkin suosimalla Phuketin saarella räjähti kaksi pommia.,0.397357233451404,62.0,1
"In truth, the thieves take even more bikes, because only a part of the victims report a theft to the police.","Tosissaan varkaat vievät vielä enemmän polkupyöriä, sillä vain osa uhreista kertoo varastaneensa poliisille varkaudet.","Todellisuudessa varkaat vievät enemmänkin pyöriä, sillä vain osa uhreista ilmoittaa varkauden poliisille.",-0.284535054842737,40.0,1
"He got two yellow cards in last season’s Coppa Italia, and that results in a one game ban.","Hän sai viime kauden aikana keltaiset keltaiset kortit Coppa Italiasta, ja se johtaa yhteen pelikieltoon.","Hän sai kaksi varoitusta viime kauden Italian cupissa, ja siitä tulee yhden ottelun pelikielto.",-0.439289593441502,35.0,1
